,Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Operating Status,Founded Date,Founded Date Precision,Number of Articles,Full Description,Industry Groups,Number of Founders,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount Currency (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Events,CB Rank (Organization),BuiltWith - Active Tech Count,G2 Stack - Total Products Active,Country,City,State,isInTop100,minEstimatedRevenueRange,maxEstimatedRevenueRange,minNumberEmployees,maxNumberEmployees,isCompanyTypeForProfit,isCompanyPrivate,hasWebsite,hasTwitter,hasFacebook,hasLinkedIn,hasContactEmail,hasPhoneNumber
76,ImagineX,https://www.crunchbase.com/organization/imaginex,"Augmented Reality, Big Data, Mobile Apps, Software, Virtual Reality","Bogotá, Distrito Especial, Colombia",ImagineX helps companies to increase their sales through digital channels using amazing visualization techs. We create new realities!,"50,150",Latin America,Active,01/03/2018,day,8.0,"ImagineX is a B2B digital-based startup that helps companies in the real state, finishing, pharmaceutical, and retail industries to increase their sales via upselling, cross-selling and prompt selling though their physical and digital channel using a unique blend of visualization technologies of the industry 4.0. We have R&D agreement with Andes University.","Apps, Data and Analytics, Hardware, Mobile, Software",1.0,Mario Varon,2,Seed,30/07/2020,300000,USD,300000,Seed,300000.0,USD,300000.0,Seed,550000.0,USD,550000.0,550000,USD,550000,"Upward, Mario Varon",1.0,2.0,0.0,"51,994",3.0,0.0,Colombia,Bogotá,Distrito Especial,0,0.0,0.0,2000.0,5000.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
77,Linxe,https://www.crunchbase.com/organization/linxe-libranzas-en-línea,"Credit, Employee Benefits, Financial Services, FinTech, Sustainability, Wellness","Bogotá, Distrito Especial, Colombia","With our embedded finance platform, we are directly connected to payroll providers; this allows us to have real-time information and significantly increase monthly installment payments reliability. We want to help 90% of LATAM employees build a community of Linxers where they would have on-demand access to any product and services they need, using the payroll discount of their salary as a new payment method.","51,145",Latin America,Active,01/03/2019,day,1.0,"Linxe's vision is to build a truly inclusive financial services platform, one that generates credit history and provides an entry point for unbanked individuals that are too commonly overlooked by large institutional banks in Colombia and Latin America more broadly.","Administrative Services, Financial Services, Health Care, Lending and Investments, Sustainability",2.0,"Cesar Cuevas, Diego Rodríguez",2,Seed,15/01/2020,1000000,USD,1000000,Pre-Seed,1000000.0,USD,1000000.0,Pre-Seed,1000000.0,USD,1000000.0,1000000,USD,1000000,Loyal VC,0.0,1.0,0.0,"53,036",30.0,0.0,Colombia,Bogotá,Distrito Especial,0,10000000.0,50000000.0,1000.0,2000.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
78,Nethub,https://www.crunchbase.com/organization/nethub-media,"Analytics, Business Intelligence, Enterprise Software, Semantic Web","Bogotá, Distrito Especial, Colombia",Nethub offers a cloud-based tool for centralizing consumer information from any type of marketing interaction of B2C companies.,"51,821",Latin America,Active,30/05/2011,day,0.0,"Cloud based tool to centralize consumer information from any type of marketing interaction of B2C companies, that let do a natural and intuitive consumer data knowledge and profiling based on innovate semantic tagging system.","Data and Analytics, Internet Services, Software",2.0,"Alvaro Galvis, Andres Cala",4,Seed,01/01/2013,320000000,COP,181026,Convertible Note,42863.0,EUR,55672.0,Seed,270586.0,USD,270586.0,451612,USD,451612,"Wayra, Inversiones Montferrat, Diego Lamprea",1.0,3.0,0.0,"53,735",10.0,14.0,Colombia,Bogotá,Distrito Especial,0,0.0,1000000.0,2000.0,5000.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
79,Saludtools,https://www.crunchbase.com/organization/saludtools,"Electronic Health Record (EHR), Health Care, Medical, Pharmaceutical","Bogotá, Distrito Especial, Colombia",We are about enabling better living conditions for everyone. We are a company that breaks barriers between healthcare providers and patients,"51,849",Latin America,Active,14/09/2014,day,3.0,"Saludtools is a digital platform that improves access, quality and reliability of medical services for thousands of patients in Latin America. Our innovative and friendly technology breaks the barriers that prevent a better medical attention. We are about making outstanding healthcare accessible for everyone.",Health Care,2.0,"Camilo Naranjo Kairuz, Jon Aritz Real",1,Seed,25/01/2020,400000,USD,400000,Pre-Seed,400000.0,USD,400000.0,Pre-Seed,400000.0,USD,400000.0,400000,USD,400000,Rockstart,0.0,1.0,0.0,"53,763",80.0,0.0,Colombia,Bogotá,Distrito Especial,1,0.0,0.0,2000.0,5000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
80,mi.tv,https://www.crunchbase.com/organization/mi-tv,"Internet, Mobile","Bogotá, Distrito Especial, Colombia","A social TV Guide for mobile and desktop, focusing on growth markets in Latin America.","52,458",Latin America,Active,01/05/2014,day,22.0,"mi.tv revolutionizes the way users get guidance, information and inspiration on what’s airing on TV, follow shows, be reminded of favourite programmes and share the experience with friends. Users can tailor the service to their own taste and link to social media. mi.tv recommends shows based on users’ preferences, requiring no more browsing around 300 cable TV channels to find inspiration: mi.tv will do this for you, so you never miss a thing.","Internet Services, Mobile",3.0,"Diego Vallejo Janne, Fredrik Hellström, Tomas Mazowski",3,Seed,01/02/2016,32000,EUR,34849,Convertible Note,1500000.0,SEK,171724.0,Angel,1500000.0,SEK,171724.0,321162,USD,321162,Propel Capital,0.0,1.0,0.0,"54,402",27.0,12.0,Colombia,Bogotá,Distrito Especial,0,1000000.0,10000000.0,2000.0,5000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
81,Hometuls,https://www.crunchbase.com/organization/hometuls,,"Bogotá, Distrito Especial, Colombia",Hometuls connects suppliers with construction projects.,"52,459",Latin America,Active,01/01/2019,year,1.0,"Hometuls is a platform that connects products and services with construction and infrastructure projects through data. Hometuls built a data-driven business model, where we process thousands of construction projects and connect them with suppliers that can meet their needs. Hometuls allow builders to digitise the procurement process, and suppliers to have a sales channel for the long-tail of builders in an effective way. We are focused on the SME segment of construction companies, which represents more than 90% of the market.",,0.0,,2,Seed,31/12/2020,295000,USD,295000,Pre-Seed,295000.0,USD,295000.0,Pre-Seed,375000.0,USD,375000.0,375000,USD,375000,"Start-Up Chile, Parallel18, Kalei Ventures, Winnipeg Capital",0.0,4.0,0.0,"54,403",45.0,21.0,Colombia,Bogotá,Distrito Especial,1,0.0,0.0,1000.0,2000.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
82,ERCO,https://www.crunchbase.com/organization/erco,"Electric Vehicle, Energy, Energy Storage, Renewable Energy, Solar","Medellín, Antioquia, Colombia",We build and manage Distributed Generation (DG) energy systems for industrial and commercial clients. #1 EPC in Colombia.,"52,870",Latin America,Active,15/11/2012,day,0.0,"We build Solar PV, EV infrastructure and Electric Energy Storage systems. Erco was founded in 2012 and is based in Medellín,Colombia with offices in Cali and Bogotá.","Energy, Natural Resources, Sustainability, Transportation",2.0,"Juan Camilo López, Juan Esteban Hincapié Rivera",2,Early Stage Venture,01/11/2018,600000,USD,600000,Debt Financing,400000.0,USD,400000.0,Series A,400000.0,USD,400000.0,1000000,USD,1000000,FCP Emprendimiento e Innovación SP,1.0,1.0,0.0,"54,830",12.0,20.0,Colombia,Medellín,Antioquia,0,0.0,0.0,2000.0,5000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
83,Valtik Foods,https://www.crunchbase.com/organization/valtik-foods,"Energy, Fitness, Food and Beverage, Food Processing, Health Care, Nutrition, Sports","Bogotá, Distrito Especial, Colombia","Valtik Foods develops fast-absorbing hydration mixes, energy bars, energy chews and the RTD protein shakes under the trademark TITANIUM.","52,981",Latin America,Active,01/04/2014,month,2.0,"Valtik Foods develops fast-absorbing hydration mixes under the trademark TITANIUM that provides faster hydration avoiding stomach distress both for the amateur and the endurance athlete. These hydration mixes are segmented by sport category adapted to each sport’s specific needs.  They also manufature energy bars with protein, energy chews and RTD protein shakes. Valtik Foods has operations in Colombia, Mexico and Costa Rica.","Energy, Food and Beverage, Health Care, Sports",2.0,"Camilo Andrés Mora Osorio, Omar David Huertas Gómez",1,Seed,01/03/2019,500000,USD,500000,Seed,500000.0,USD,500000.0,Seed,500000.0,USD,500000.0,500000,USD,500000,leAD Sports & Health Tech Partners,1.0,1.0,0.0,"54,946",41.0,0.0,Colombia,Bogotá,Distrito Especial,0,0.0,0.0,2000.0,5000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
84,Licify,https://www.crunchbase.com/organization/licify,"Construction, Procurement, SaaS","Bogotá, Distrito Especial, Colombia","Specialized procurment management platform that generates an efficient and transparent community with developers, contractors and suppliers.","54,430",Latin America,Active,01/09/2017,month,0.0,"Licify, a procurement cloud-based platform specialized in the construction industry, has redefined interactions between developers, contractors, sub-contractors and suppliers. It creates a community developing transparent and efficient realtionships allthrough the value chain. This improves the procurement and supply processes, generating savings and increasing profitability.","Real Estate, Software, Transportation",3.0,"Daniel Linero, Fernando Olloqui, Ricardo Wills",1,Seed,10/11/2017,150000,USD,150000,Seed,150000.0,USD,150000.0,Seed,150000.0,USD,150000.0,150000,USD,150000,Cumbria Holding,0.0,1.0,4.0,"56,453",89.0,0.0,Colombia,Bogotá,Distrito Especial,1,1000000.0,10000000.0,2000.0,5000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
85,Ocensa,https://www.crunchbase.com/organization/ocensa,Oil and Gas,"Bogotá, Distrito Especial, Colombia",Ocensa Colombia's crude oil transportation system.,"54,984",Latin America,Active,16/12/1994,day,6.0,Ocensa Colombia's crude oil transportation system.,"Energy, Natural Resources",0.0,,1,Private Equity,13/11/2013,1100000000,USD,1100000000,Private Equity,1100000000.0,USD,1100000000.0,Private Equity,1100000000.0,USD,1100000000.0,1100000000,USD,1100000000,Advent International,1.0,1.0,0.0,"57,036",46.0,0.0,Colombia,Bogotá,Distrito Especial,0,0.0,0.0,251.0,500.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
86,ePayco,https://www.crunchbase.com/organization/epayco,"Commercial, Digital Marketing, E-Commerce","Medellín, Antioquia, Colombia",Ecommerce solutions por persons and small companies,"56,125",Latin America,Active,06/10/2011,day,2.0,"Epayco, specializes in creating transactional and e-commerce solutions for individuals and companies, facilitating processes, collections, shipments, transaction assurance, inventory control, and other critical processes in digital business","Commerce and Shopping, Other, Sales and Marketing",0.0,,1,Seed,01/07/2016,50000,USD,50000,Seed,50000.0,USD,50000.0,Seed,50000.0,USD,50000.0,50000,USD,50000,Wayra,0.0,1.0,0.0,"58,219",65.0,34.0,Colombia,Medellín,Antioquia,0,1000000.0,10000000.0,2000.0,5000.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
87,Crezcamos,https://www.crunchbase.com/organization/crezcamos,"Finance, Financial Services","Bucaramanga, Cundinamarca, Colombia",Crezcamos is a microfinance company that gives you easy and fast money.,"56,527",Latin America,Active,01/01/2008,year,1.0,Crezcamos is a microfinance company that gives you easy and fast money. Crezcamos grew out of a non-profit microfinance program and was incorporated in 2008 as a limited liability company.  Crezcamos has 43 offices across 9 districts in northern Colombia. The company operates in rural areas and targets micro and small entrepreneurs.  It serves businesses with a maximum of 10 employees and assets up to 500 times the minimum monthly \salary.  Crezcamos’ strategy has always been to expand in unbanked / underbanked areas of the country. ,Financial Services,0.0,,2,Private Equity,30/06/2020,6500000,USD,6500000,Debt Financing,0.0,,0.0,Private Equity,0.0,,0.0,6500000,USD,6500000,GAWA Capital,1.0,1.0,0.0,"58,644",48.0,0.0,Colombia,Bucaramanga,Cundinamarca,0,0.0,1000000.0,501.0,1000.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
88,Brainz Games,https://www.crunchbase.com/organization/brainz-games,"Developer Platform, Gaming, Mobile","Bogotá, Distrito Especial, Colombia",Brainz is an entertainment company focusing on developing original story-driven IPs through mid-core games for social and mobile platforms.,"56,661",Latin America,Active,01/01/2010,year,2.0,"Brainz is a VC Backed Colombia based next-gen entertainment company focused in creating narrative original IP through high production value mobile games. Our games have had great reception from both specialized critic and players. We have grown over the last years as one of the most recognized studios in Latin America. With homebase in Bogotá, Colombia, an experienced multi-disciplinary team and a propietary full stack backend, multi-player and technology foundation (Brainztorm).  We strive to make our titles not just a great mobile gaming experience, but also to fill them with rich narratives and characters that make the worlds our titles take place in much more engaging and fun to get to know. These storyworlds are powered by our highly talented crew, that has known how to pour their best material into games we can feel genuinely proud of.","Gaming, Mobile, Software",3.0,"Eduardo Smith, Jairo Gonzalez, Jairo Nieto",5,M&A,05/05/2015,300000,USD,300000,Venture - Series Unknown,300000.0,USD,300000.0,Venture - Series Unknown,3000000.0,USD,3000000.0,3000000,USD,3000000,Promotora de Proyectos,1.0,1.0,0.0,"58,786",36.0,18.0,Colombia,Bogotá,Distrito Especial,0,0.0,1000000.0,2000.0,5000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
89,Cajero,https://www.crunchbase.com/organization/cajero,"Financial Services, FinTech, Payments","Bogotá, Distrito Especial, Colombia",Payment facilitator for Micro-commerce in Colombia + Andean region,"56,725",Latin America,Active,01/01/2018,day,0.0,"Cajero.co´s solution includes: -	Low cost POS device to process credit and debit payments. -	App platform where merchants can keep track of their payments manage operations. -	Debit card backed by the sales made by the merchant. In the future, we plan to expand our services, include a merchant application to allow for more uses of the funds, and provide functionalities like payments, savings, loans, etc. to our customers.","Financial Services, Payments",1.0,Gerardo Aristizabal,1,Seed,23/10/2019,100000,USD,100000,Seed,100000.0,USD,100000.0,Seed,100000.0,USD,100000.0,100000,USD,100000,TheVentureCity Product-Led Growth Program,0.0,1.0,0.0,"58,853",43.0,0.0,Colombia,Bogotá,Distrito Especial,0,1000000.0,10000000.0,2000.0,5000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
90,Xertify,https://www.crunchbase.com/organization/xertify,"Blockchain, Document Management, Education","Bogotá, Distrito Especial, Colombia",Xertify is a certified network where people and institutions people can exchange trusty digital credentials using blockchain technology.,"57,422",Latin America,Active,01/01/2017,year,0.0,"Xertify is a certified network where people and institutions people can exchange trusty digital credentials using blockchain technology. The users and institutions decide in which language to issue the certificates, this facilitates their consultation without borders. They digitize any type of document or process that requires documentary registration with legal validity. Xertify was founded in 2017 and is headquartered in Bogota, Colombia.","Education, Information Technology, Other, Software",2.0,"Cesar Suarez, Danny Suarez",1,Seed,04/09/2019,180000,USD,180000,Pre-Seed,180000.0,USD,180000.0,Pre-Seed,180000.0,USD,180000.0,180000,USD,180000,Hard Yaka,0.0,1.0,1.0,"59,582",17.0,0.0,Colombia,Bogotá,Distrito Especial,0,0.0,1000000.0,1000.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
91,Shalder,https://www.crunchbase.com/organization/shalder,"Employment, Freelance, Internet, Peer to Peer","Bogotá, Distrito Especial, Colombia","Shalder is a flexible work community, empowering businesses across LATAM to access the talent they need, on-demand, without biddings.","58,531",Latin America,Active,20/04/2019,day,0.0,"Shalder is a flexible work community, allowing businesses across LATAM access the workforce they need, on-demand, to achieve their business goals. No bidding, prize competition, powered by IA.","Internet Services, Other, Professional Services",3.0,"Matías Del Real, Santiago Estrada, Sebastián Buenaventura",2,Seed,22/01/2021,35000,USD,35000,Grant,15000.0,USD,15000.0,Pre-Seed,15000.0,USD,15000.0,50000,USD,50000,Start-Up Chile,1.0,1.0,0.0,"60,731",0.0,0.0,Colombia,Bogotá,Distrito Especial,0,0.0,0.0,1000.0,2000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
